date,city,temperature,rainfall
2015-04-23,Pune,31.33248861592923,17.73309638838324
2015-04-24,Pune,26.8430811205506,23.815521002887586
2015-04-25,Pune,27.002384167304584,2.1998488957206352
2015-04-26,Pune,27.627436699370634,32.52313810177523
2015-04-27,Pune,28.689518955427342,41.312073359454246
2015-04-28,Pune,28.63431336793557,2.0094583152393652
2015-04-29,Pune,28.141266319408224,64.89343812916476
2015-04-30,Pune,28.28230653739892,25.39281120514717
2015-05-01,Pune,26.98784868877192,31.52863254233096
2015-05-02,Pune,28.00958697958372,79.52677143263153
2015-05-03,Pune,30.3754640009896,10.595697332195986
2015-05-04,Pune,28.51445481083845,38.33773635483849
2015-05-05,Pune,26.379342087025506,26.569275383492307
2015-05-06,Pune,26.05235569937412,28.22066088601982
2015-05-07,Pune,29.188006894083543,23.4725132760354
2015-05-08,Pune,29.19354070150278,49.83152245891546
2015-05-09,Pune,31.819243773400988,71.79519803629643
2015-05-10,Pune,25.05038678283772,57.16219994024596
2015-05-11,Pune,29.878552797985712,16.14657134622671
2015-05-12,Pune,29.115178067573705,68.76355219348305
2015-05-13,Pune,26.222592413271606,42.680029218376426
2015-05-14,Pune,29.390673557884565,95.40154912951722
2015-05-15,Pune,29.95727369957134,89.09601161135893
2015-05-16,Pune,30.454184975369685,60.00815566395828
2015-05-17,Pune,31.18523633060376,66.6821623809712
2015-05-18,Pune,26.293257062969694,75.10215409049988
2015-05-19,Pune,34.92995589982189,50.95225296241806
2015-05-20,Pune,31.24443454566118,58.79859511831057
2015-05-21,Pune,29.950664530021538,93.42514231611807
2015-05-22,Pune,29.07850246124778,55.21988828323396
2015-05-23,Pune,28.211396944591538,56.14603063110075
2015-05-24,Pune,30.295332566661283,96.19274156713678
2015-05-25,Pune,31.16609862178161,75.39759494689015
2015-05-26,Pune,30.552593081479568,45.30771329368586
2015-05-27,Pune,29.859556245761837,96.16953602842442
2015-05-28,Pune,30.433185472902117,80.61613195615234
2015-05-29,Pune,30.119102049323775,63.58531811579156
2015-05-30,Pune,26.84060525743843,50.25246541725252
2015-05-31,Pune,28.841667554763863,5.590995791460729
2015-06-01,Pune,30.36246213959403,15.255401344860697
2015-06-02,Pune,31.132310654955315,53.52791921706944
2015-06-03,Pune,26.434957338126793,6.043629443759491
2015-06-04,Pune,29.467647263647613,9.341681252118928
2015-06-05,Pune,28.74635088587676,48.72783581645099
2015-06-06,Pune,31.52854723096197,0.09998799494983501
2015-06-07,Pune,27.057701187574978,59.10828076286441
2015-06-08,Pune,32.59491904153726,21.32597322520857
2015-06-09,Pune,27.22526115700973,31.91020229077126
2015-06-10,Pune,26.669267097957217,55.45142952585426
2015-06-11,Pune,26.255309136517205,3.3601197633900015
2015-06-12,Pune,30.440343799606204,70.18669256620656
2015-06-13,Pune,30.31066451777837,58.576637903136884
2015-06-14,Pune,29.436463865735966,96.0702521826959
2015-06-15,Pune,30.176089056951746,61.580063772797445
2015-06-16,Pune,30.39836616284262,79.55333655978413
2015-06-17,Pune,33.8355359218883,19.475614863387335
2015-06-18,Pune,29.24763674247229,61.647392414722965
2015-06-19,Pune,30.595209415879342,13.097351378814404
2015-06-20,Pune,32.157260032950234,93.047801424929
2015-06-21,Pune,30.74073288839671,19.58246559216006
2015-06-22,Pune,29.631937096581918,40.23662516850427
2015-06-23,Pune,28.16464205834398,20.32721977715253
2015-06-24,Pune,31.344794125863054,86.82601730707752
2015-06-25,Pune,30.940715136787297,59.63919719258762
2015-06-26,Pune,27.860444445211982,24.061616130968243
2015-06-27,Pune,27.836586808576726,27.02999631357693
2015-06-28,Pune,31.451233119556665,94.92959763663963
2015-06-29,Pune,27.260170317249653,35.58446539813394
2015-06-30,Pune,28.540070377122163,69.4587204539012
2015-07-01,Pune,28.741750372953256,44.99259393793812
2015-07-02,Pune,30.30359677839091,62.035240547094695
2015-07-03,Pune,29.23141968876672,12.706737519689016
2015-07-04,Pune,31.26269374481131,96.5261603090262
2015-07-05,Pune,29.837967019694783,78.46068185691558
2015-07-06,Pune,31.13883489319116,21.524746516713588
2015-07-07,Pune,26.875989153992585,47.50197640418317
2015-07-08,Pune,31.23451558950498,29.53302766328071
2015-07-09,Pune,29.939320446417277,57.07949501602907
2015-07-10,Pune,28.625455372480825,67.95261242360728
2015-07-11,Pune,29.177331989529765,64.94068331337012
2015-07-12,Pune,32.04145318926703,83.69414478014185
2015-07-13,Pune,30.498161800640553,4.804401878253605
2015-07-14,Pune,33.27988864043204,91.83090978955553
2015-07-15,Pune,30.265944542609596,20.82701723676751
2015-07-16,Pune,33.894203709369776,10.533610025370033
2015-07-17,Pune,30.032965940358043,63.133048603271966
2015-07-18,Pune,33.27168787291027,3.9652991208594113
2015-07-19,Pune,34.07640467557629,27.703371987067182
2015-07-20,Pune,30.81097209567995,1.4179356308902547
2015-07-21,Pune,29.165771931532408,39.13712060495813
2015-07-22,Pune,28.859827074341627,30.52281401411061
2015-07-23,Pune,31.822173326626015,71.70950533821618
2015-07-24,Pune,32.28019703215695,61.652819899841646
2015-07-25,Pune,30.722114429972763,90.04505531458827
2015-07-26,Pune,29.476669180396087,19.49672029575954
2015-07-27,Pune,29.528468895103707,2.5614001748899384
2015-07-28,Pune,30.683687180840213,48.72230763461004
2015-07-29,Pune,29.54681579796855,60.46130723118489
2015-07-30,Pune,28.425907498627527,6.105777766753806
2015-07-31,Pune,28.35847213388477,4.328658899566262
2015-08-01,Pune,27.620568100877158,72.89547190020951
2015-08-02,Pune,28.979577683652913,20.419423760878896
2015-08-03,Pune,29.429155445927172,51.03166210898059
2015-08-04,Pune,35.480100316417996,7.640614976331383
2015-08-05,Pune,29.98256280734291,68.96624497310246
2015-08-06,Pune,30.14875358495576,31.30143774366958
2015-08-07,Pune,32.26891339523929,27.875924396237018
2015-08-08,Pune,30.988094796221173,1.917204248493487
2015-08-09,Pune,28.097055372043304,88.4292621160135
2015-08-10,Pune,30.88547754731562,31.529874799476087
2015-08-11,Pune,31.858033664879503,61.4793054358037
2015-08-12,Pune,30.951380105781148,35.80784501076669
2015-08-13,Pune,29.450651670846963,15.518752658503509
2015-08-14,Pune,31.708948927208333,15.062496179900876
2015-08-15,Pune,32.17414030960662,45.86560033581581
2015-08-16,Pune,29.693756644860407,68.3571806090341
2015-08-17,Pune,31.975859683156212,86.52509472692901
2015-08-18,Pune,28.466774474915937,27.503130083868555
2015-08-19,Pune,27.7317931753469,14.270223441622566
2015-08-20,Pune,33.44128713374755,56.22889882929745
2015-08-21,Pune,31.76337852820849,25.01146950281139
2015-08-22,Pune,30.08836558067133,85.40976834889568
2015-08-23,Pune,32.51265717176587,45.84355290457198
2015-08-24,Pune,32.11528281207975,64.39864364884016
2015-08-25,Pune,31.26910455342395,97.2269522329825
2015-08-26,Pune,31.17874607141584,54.6922598156514
2015-08-27,Pune,31.74823425777755,27.29730722344176
2015-08-28,Pune,31.418013756347907,42.526407539599354
2015-08-29,Pune,32.443169340190245,80.1589085682553
2015-08-30,Pune,31.132749349837106,39.694764010855145
2015-08-31,Pune,34.388395716084,51.815881804661224
2015-09-01,Pune,28.18005519077317,22.324286960562254
2015-09-02,Pune,33.00325435803512,42.68983007473843
2015-09-03,Pune,28.94842200145117,73.23688701907449
2015-09-04,Pune,32.97936952169906,36.51659699834827
2015-09-05,Pune,28.109661386261024,31.740250210075004
2015-09-06,Pune,30.448403244209185,57.342727336063426
2015-09-07,Pune,32.020368595164804,83.79135132324173
2015-09-08,Pune,30.601429547913487,98.92276521590101
2015-09-09,Pune,30.914110393592992,25.398230349825457
2015-09-10,Pune,31.40517328364289,39.26421364230417
2015-09-11,Pune,34.598106838405364,75.52268285104027
2015-09-12,Pune,30.7886106103759,14.861694528706193
2015-09-13,Pune,30.378892657654823,29.055124530048783
2015-09-14,Pune,29.706858071145643,67.91358311762839
2015-09-15,Pune,34.728745936531524,38.72508620471598
2015-09-16,Pune,31.969598189627703,83.78277845287633
2015-09-17,Pune,31.295423948198334,39.530826229333414
2015-09-18,Pune,33.23908050801623,98.03775823580817
2015-09-19,Pune,30.021190292475183,98.99937568304902
2015-09-20,Pune,33.0110483005175,83.999584078499
2015-09-21,Pune,32.9986708800716,83.11653335512946
2015-09-22,Pune,31.343136165847497,84.7701540351402
2015-09-23,Pune,33.41005657975424,41.21304568209768
2015-09-24,Pune,33.853053346795164,41.07022889700394
2015-09-25,Pune,34.16802889683541,45.273549945529254
2015-09-26,Pune,28.841999254648236,61.8947218992524
2015-09-27,Pune,31.64745451629361,78.72668721489308
2015-09-28,Pune,33.488616829061016,8.116885901105064
2015-09-29,Pune,31.743019825868878,84.20023339527727
2015-09-30,Pune,31.90077994690401,51.15905507120887
2015-10-01,Pune,34.590796003962105,48.07148738098774
2015-10-02,Pune,29.697708855848642,96.03386380212996
2015-10-03,Pune,30.09832289174767,60.229282295423424
2015-10-04,Pune,29.77288080302937,68.20349072612011
2015-10-05,Pune,31.96806216168777,2.0640739173203415
2015-10-06,Pune,31.74130863184444,40.11475056463226
2015-10-07,Pune,27.218449775668503,66.20753964151787
2015-10-08,Pune,29.957295691904907,58.804471696750035
2015-10-09,Pune,32.200937422911174,75.98707610741347
2015-10-10,Pune,31.045048078767078,23.835412924478938
2015-10-11,Pune,33.34998426094068,33.86319000697898
2015-10-12,Pune,31.36025746665833,3.1618073247157263
2015-10-13,Pune,37.69952249340086,82.0907538191723
2015-10-14,Pune,34.13821898085374,97.5297200439832
2015-10-15,Pune,34.498946411618135,44.19537798298494
2015-10-16,Pune,34.853344997430554,91.90641448234155
2015-10-17,Pune,31.404865994032374,14.89622865392164
2015-10-18,Pune,30.276675852147477,22.077889992479506
2015-10-19,Pune,33.777513415017346,94.96509408633686
2015-10-20,Pune,33.49318208045439,20.83726292890522
2015-10-21,Pune,35.55562022122511,1.0543040173363272
2015-10-22,Pune,32.23596384019209,2.604927695727388
2015-10-23,Pune,30.460698260787044,40.212470829190735
2015-10-24,Pune,29.634637283533795,27.816808728536035
2015-10-25,Pune,30.78863553236742,12.743927946786615
2015-10-26,Pune,33.87778177672851,29.657486015090228
2015-10-27,Pune,35.59591105905836,15.410649313735503
2015-10-28,Pune,34.14924163019937,22.536833523027376
2015-10-29,Pune,33.51153641363779,77.08475220199206
2015-10-30,Pune,31.23073719113249,83.89916858523814
2015-10-31,Pune,32.757169078478846,35.054858535736955
2015-11-01,Pune,31.434699933847906,89.8047521108067
2015-11-02,Pune,32.576842381337094,44.72837495234969
2015-11-03,Pune,33.36500047370919,58.89959493456384
2015-11-04,Pune,31.95512239134989,15.623096270220294
2015-11-05,Pune,32.427731015017734,60.69133056705711
2015-11-06,Pune,32.19464344095013,39.24761345749194
2015-11-07,Pune,35.19110474254065,58.8598810145931
2015-11-08,Pune,32.63729126543697,36.039827270619185
2015-11-09,Pune,32.807855214336364,21.68337354026777
2015-11-10,Pune,30.536114436864302,98.73106668360096
2015-11-11,Pune,36.19108366531366,3.9857845852389717
2015-11-12,Pune,32.91405871091661,28.02602686683504
2015-11-13,Pune,29.884163625192183,82.84918308844215
2015-11-14,Pune,35.93557225782343,27.548234516648318
2015-11-15,Pune,31.559205487422535,7.434318328694312
2015-11-16,Pune,34.94133627566833,55.52649349926537
2015-11-17,Pune,34.68698015719829,90.27313157380624
2015-11-18,Pune,33.089180908266194,76.72434858539545
2015-11-19,Pune,35.265109995224655,78.23538458816684
2015-11-20,Pune,35.46712559526146,13.633087555086954
2015-11-21,Pune,28.47876184732207,77.77307545124444
2015-11-22,Pune,31.43200280362955,44.70226663944401
2015-11-23,Pune,30.425712240772647,66.66491641452647
2015-11-24,Pune,31.186800598258955,44.619827787244226
2015-11-25,Pune,34.67296945541219,13.997023167642709
2015-11-26,Pune,32.53803297609586,9.073152995787293
2015-11-27,Pune,30.26012085857004,4.517414775244166
2015-11-28,Pune,34.21814944196234,30.416923157843335
2015-11-29,Pune,31.12570931135471,89.92270219258563
2015-11-30,Pune,35.55962545154116,80.0670775324936
2015-12-01,Pune,33.13417042436581,3.318181293591438
2015-12-02,Pune,29.1101383699952,7.3903575523764475
2015-12-03,Pune,32.92036173688964,88.39812196792319
2015-12-04,Pune,34.23897849336205,29.860215014107673
2015-12-05,Pune,33.69161409600051,82.93232546810304
2015-12-06,Pune,28.672894559400557,93.39422996618943
2015-12-07,Pune,31.16411727443654,52.683137472013776
2015-12-08,Pune,35.69355064666764,88.85688073393163
2015-12-09,Pune,32.72148268014759,6.6733986282027535
2015-12-10,Pune,31.343918127978384,56.29475756862733
2015-12-11,Pune,34.400110002712225,52.44449928270234
2015-12-12,Pune,29.77829257539734,31.099378484711004
2015-12-13,Pune,32.606172823641145,93.82598403001695
2015-12-14,Pune,31.270519349745566,70.32349681912365
2015-12-15,Pune,35.77586798597188,70.65500286558151
2015-12-16,Pune,32.78563804016936,27.742304521706696
2015-12-17,Pune,30.792130707573747,64.77796200522673
2015-12-18,Pune,31.86470150510033,9.504215030989771
2015-12-19,Pune,34.74622493183101,45.81829386850822
2015-12-20,Pune,32.9738538551646,45.88668238744288
2015-12-21,Pune,36.361310155756776,64.06730300107772
2015-12-22,Pune,29.0593307571965,32.082387840252814
2015-12-23,Pune,33.454552276460646,42.515663294379905
2015-12-24,Pune,30.557740952729677,64.31055440802871
2015-12-25,Pune,36.84098342224791,72.19478370720233
2015-12-26,Pune,31.931526622371855,13.202109686820208
2015-12-27,Pune,33.12167224006723,29.436614089930757
2015-12-28,Pune,35.486193124388635,83.15660203149643
2015-12-29,Pune,32.78544928505989,9.579694506696423
2015-12-30,Pune,35.2764231470325,97.90903422307946
2015-12-31,Pune,34.35421683312853,30.464720692929802
2016-01-01,Pune,32.14344163485606,99.77182921968965
2016-01-02,Pune,29.609072258103648,91.2137914424537
2016-01-03,Pune,34.000006772708375,58.01308760825974
2016-01-04,Pune,31.671929063716384,72.02895804041808
2016-01-05,Pune,34.21414093369123,37.99761437753585
2016-01-06,Pune,34.16573675597797,21.155525033775746
2016-01-07,Pune,36.208794991262245,17.840700380991027
2016-01-08,Pune,36.00240677403027,80.58994711714969
2016-01-09,Pune,30.48654512593744,41.92752251855744
2016-01-10,Pune,31.380672454883634,28.196312574823356
2016-01-11,Pune,33.39854488469569,84.75262045299002
2016-01-12,Pune,34.03002888382592,72.3144791145305
2016-01-13,Pune,32.27124864911846,32.28763921941869
2016-01-14,Pune,31.175068104564538,68.60660533871949
2016-01-15,Pune,31.463455805703955,48.81958774679469
2016-01-16,Pune,30.686599037862667,86.98042658784179
2016-01-17,Pune,31.55480915424487,59.84496300408269
2016-01-18,Pune,34.093651548224116,22.645870221918518
2016-01-19,Pune,35.594050794908874,67.52601272931261
2016-01-20,Pune,35.234143235295726,11.408546665572006
2016-01-21,Pune,36.26088207288196,72.88500502717037
2016-01-22,Pune,31.330769496806056,85.61693541197894
2016-01-23,Pune,34.68411550183554,41.430576946920326
2016-01-24,Pune,34.57797040198058,60.989285064691046
2016-01-25,Pune,29.981282342754444,35.003634494244984
2016-01-26,Pune,36.503975270050844,60.166543020975475
2016-01-27,Pune,30.965714921794458,91.55679282189065
2016-01-28,Pune,37.2197909136238,28.636300809208926
2016-01-29,Pune,35.03610483088469,28.078697792144737
2016-01-30,Pune,34.895847232683415,33.80569830401549
2016-01-31,Pune,34.57597114813054,30.010238530449197
2016-02-01,Pune,31.241902561692548,25.246466391063784
2016-02-02,Pune,36.12766708977901,31.688841707146477
2016-02-03,Pune,34.85126552744358,49.72638246796256
2016-02-04,Pune,33.33350355059375,51.82674143561922
2016-02-05,Pune,33.86944846391432,12.404545283020896
2016-02-06,Pune,30.09310306954353,51.821468162437334
2016-02-07,Pune,36.05332957243045,10.727332651834365
2016-02-08,Pune,36.05458069654677,83.3840667256427
2016-02-09,Pune,31.60953303123693,34.03925856548631
2016-02-10,Pune,34.856060710690855,28.441661100845337
2016-02-11,Pune,33.360064180549635,57.12542839578361
2016-02-12,Pune,35.66058149401624,33.51082786739094
2016-02-13,Pune,36.649521415883285,65.96664110515363
2016-02-14,Pune,35.755095338621615,75.83742455833398
2016-02-15,Pune,32.43684376355525,26.28408639088852
2016-02-16,Pune,36.352665796662905,59.14665721692791
2016-02-17,Pune,32.37392740601824,17.736531201809946
2016-02-18,Pune,35.522795584237635,83.09781141108749
2016-02-19,Pune,31.535447156803887,46.46139944871766
2016-02-20,Pune,34.675639546768615,12.531771125199676
2016-02-21,Pune,36.05420575382559,22.109417921354723
2016-02-22,Pune,37.56951759661383,35.42881292939584
2016-02-23,Pune,34.51692559576484,85.28020539680573
2016-02-24,Pune,30.553796094428154,19.505811020976292
2016-02-25,Pune,33.90347672007852,62.19204643049603
2016-02-26,Pune,36.15512200985693,10.2963985154659
2016-02-27,Pune,34.69866317245712,13.994117570895959
2016-02-28,Pune,36.764511140201996,15.180797768122122
2016-02-29,Pune,37.523746059165,91.01350063046442
2016-03-01,Pune,35.13004235976749,51.89950743035984
2016-03-02,Pune,37.19457461424621,31.102304959744174
2016-03-03,Pune,31.549122425040352,15.346606161271703
2016-03-04,Pune,33.767508034118585,52.74107592184995
2016-03-05,Pune,34.91127175549479,2.039236469191341
2016-03-06,Pune,35.73366668512345,90.49018470252295
2016-03-07,Pune,37.5068692771884,7.685274671941578
2016-03-08,Pune,38.19616198992028,4.046786093769262
2016-03-09,Pune,33.74138571135887,57.5351087485925
2016-03-10,Pune,37.57433618519343,21.80558307347631
2016-03-11,Pune,34.98870113844174,21.368557225776918
2016-03-12,Pune,36.41153766746305,70.04128615943637
2016-03-13,Pune,35.365218126905816,24.897569868356474
2016-03-14,Pune,34.18232841531432,63.54752357634234
2016-03-15,Pune,31.374653613490235,60.07719769355063
2016-03-16,Pune,35.08073229482289,67.15840052363129
2016-03-17,Pune,33.40698957282632,60.929428020790496
2016-03-18,Pune,37.985948673371006,82.88365587603552
2016-03-19,Pune,34.91584029312456,84.21452659816269
2016-03-20,Pune,35.59230767127989,85.77908526481161
2016-03-21,Pune,34.55427185993135,2.843454920989974
2016-03-22,Pune,34.282726478134876,74.67925936856362
2016-03-23,Pune,35.06257531870582,51.96879741762582
2016-03-24,Pune,33.502937601504115,66.99622529961282
2016-03-25,Pune,34.29746688103501,23.01491766249626
2016-03-26,Pune,32.03317594714339,42.709025746804585
2016-03-27,Pune,34.47874500507229,6.439351653188297
2016-03-28,Pune,28.68846782888067,49.966453882926295
2016-03-29,Pune,33.41004606974973,45.76397583194945
2016-03-30,Pune,35.95600661968896,77.22822015224273
2016-03-31,Pune,33.928307706332674,14.465600447013195
2016-04-01,Pune,35.562084732456135,0.6782020416072787
2016-04-02,Pune,36.322354975447496,57.60717904057031
2016-04-03,Pune,36.0348427789313,40.16776279569346
2016-04-04,Pune,35.638373389569296,88.14097191143495
2016-04-05,Pune,37.704271587258,2.187695304660653
2016-04-06,Pune,32.53376301820832,89.87786765040913
2016-04-07,Pune,30.01148724156789,40.97049803273505
2016-04-08,Pune,35.50580671753059,39.68361833332366
2016-04-09,Pune,37.712516899486864,25.142334127514367
2016-04-10,Pune,34.59000835110951,60.22899149774691
2016-04-11,Pune,34.595501106055,82.0131117316212
2016-04-12,Pune,33.658326739035154,42.78795501351039
2016-04-13,Pune,37.08469671667871,79.05915739517181
2016-04-14,Pune,38.196950456484345,61.29684608248008
2016-04-15,Pune,36.84023120601092,0.29823194312896817
2016-04-16,Pune,33.638707280370284,1.617812060779178
2016-04-17,Pune,36.27939665408676,4.297821855217543
2016-04-18,Pune,31.04898375370991,87.9329331262938
2016-04-19,Pune,37.35448048734585,53.382620437753936
2016-04-20,Pune,35.97041740227959,19.21398657959298
2016-04-21,Pune,36.43084310612597,81.76768553116247
2016-04-22,Pune,35.63516930545142,58.958044958354925
2016-04-23,Pune,36.59890606451681,14.006536968222283
2016-04-24,Pune,36.98075786639208,4.712640612878394
2016-04-25,Pune,34.9837899007817,46.23814092669498
2016-04-26,Pune,31.58921609854581,85.56540050887101
2016-04-27,Pune,32.316596917565676,8.249873190269497
2016-04-28,Pune,34.754334797506836,54.13866817609389
2016-04-29,Pune,34.875597399155545,95.06319265871872
2016-04-30,Pune,35.847096773723024,41.454428230046005
2016-05-01,Pune,33.92020100106854,65.73037843864017
2016-05-02,Pune,35.335242109361815,39.38957928632655
2016-05-03,Pune,32.466958101680916,71.25640180304865
2016-05-04,Pune,31.308733592715498,33.10957797473601
2016-05-05,Pune,30.65692226245327,4.769149231877023
2016-05-06,Pune,35.59482447555735,93.2125973347781
2016-05-07,Pune,34.29308497245352,18.156798904742377
2016-05-08,Pune,31.650254632947156,94.95628272387448
2016-05-09,Pune,32.033220466798404,11.465991220229077
2016-05-10,Pune,34.69326118518591,41.08018662997524
2016-05-11,Pune,35.60179721894483,71.47142617690614
2016-05-12,Pune,34.601580592501364,16.433077152419116
2016-05-13,Pune,39.989331175977505,80.19173792828828
2016-05-14,Pune,33.06200875793802,76.73077052424915
2016-05-15,Pune,35.63159883644676,29.26173552258615
2016-05-16,Pune,36.19265587094167,74.31706316695818
2016-05-17,Pune,31.274483272954363,90.208301611564
2016-05-18,Pune,31.15281235897772,97.66154649688222
2016-05-19,Pune,34.479771359422934,57.31186661503913
2016-05-20,Pune,33.44617424825143,46.93471994702634
2016-05-21,Pune,34.49090424671732,41.86681809181901
2016-05-22,Pune,36.0489229341121,43.70712189940028
2016-05-23,Pune,36.00881302578518,33.15177410480021
2016-05-24,Pune,37.23087964455506,16.762176198568902
2016-05-25,Pune,36.57538860304414,10.695621147871947
2016-05-26,Pune,35.49763148069519,45.45280734665913
2016-05-27,Pune,37.97250271317141,61.92277175291091
2016-05-28,Pune,36.025496937601645,77.9987337476003
2016-05-29,Pune,34.09949619931747,58.613563032
2016-05-30,Pune,34.98859172916271,31.00612377909908
2016-05-31,Pune,34.24597588006098,21.39627295036618
